Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Timestamp, Timestamp (Formatted)
0.0, -133.51443481445312, 101.27275085449219, -52.319332122802734, -15.457006454467773, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.621851629217882E9, 2021-05-24 12:20:29.217
1.0, -128.20376586914062, 109.2275161743164, -46.971275329589844, -11.002785682678223, 0.0, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.621851629231193E9, 2021-05-24 12:20:29.231
1.0, -125.14826965332031, 103.64384460449219, -48.37373733520508, -19.27544403076172, 0.0, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.621851629231193E9, 2021-05-24 12:20:29.231
2.0, -125.01363372802734, 103.30725860595703, -45.03774642944336, -12.70818042755127, -0.04800000041723251, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6218516292479095E9, 2021-05-24 12:20:29.247
2.0, -118.0013198852539, 102.06561279296875, -48.06706237792969, -14.278938293457031, -0.04800000041723251, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6218516292479095E9, 2021-05-24 12:20:29.247
3.0, -113.10205078125, 110.33452606201172, -33.46275329589844, -10.65123462677002, -0.04800000041723251, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6218516292486432E9, 2021-05-24 12:20:29.248
3.0, -115.6713638305664, 104.58256530761719, -41.60825729370117, -21.837276458740234, -0.04800000041723251, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6218516292486432E9, 2021-05-24 12:20:29.248
4.0, -117.52261352539062, 99.89273071289062, -42.45721435546875, -19.873828887939453, -0.04800000041723251, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6218516292610462E9, 2021-05-24 12:20:29.261
4.0, -110.42428588867188, 98.59872436523438, -36.6566276550293, -16.608896255493164, -0.04800000041723251, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6218516292610462E9, 2021-05-24 12:20:29.261
5.0, -106.01868438720703, 107.86993408203125, -36.31629943847656, -8.788764953613281, -0.04800000041723251, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6218516292774444E9, 2021-05-24 12:20:29.277
5.0, -115.13282012939453, 106.0897445678711, -44.304725646972656, -16.99410629272461, -0.04800000041723251, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6218516292774444E9, 2021-05-24 12:20:29.277
6.0, -121.10169982910156, 98.59498596191406, -52.43900680541992, -18.841615676879883, -0.04800000041723251, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6218516292780912E9, 2021-05-24 12:20:29.278
6.0, -110.07273864746094, 99.47760009765625, -44.73855209350586, -10.183747291564941, -0.04800000041723251, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6218516292780912E9, 2021-05-24 12:20:29.278
7.0, -107.80261993408203, 99.59353637695312, -48.19047927856445, -12.31549072265625, -0.04800000041723251, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.621851629290964E9, 2021-05-24 12:20:29.290
7.0, -120.46965789794922, 97.74976348876953, -51.821922302246094, -16.855728149414062, -0.04800000041723251, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.621851629290964E9, 2021-05-24 12:20:29.290
8.0, -122.30968475341797, 100.58087158203125, -47.88380813598633, -16.388240814208984, -0.04800000041723251, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6218516293067896E9, 2021-05-24 12:20:29.306
8.0, -124.66956329345703, 100.47988891601562, -42.292659759521484, -21.88215446472168, -0.04800000041723251, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6218516293067896E9, 2021-05-24 12:20:29.306
9.0, -121.3522720336914, 107.58196258544922, -43.80731964111328, -20.894821166992188, -0.04800000041723251, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6218516293074272E9, 2021-05-24 12:20:29.307
9.0, -125.39510345458984, 101.19047546386719, -55.228973388671875, -19.440000534057617, -0.04800000041723251, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6218516293074272E9, 2021-05-24 12:20:29.307
10.0, -125.35396575927734, 100.9361572265625, -46.4215087890625, -19.432519912719727, -0.04800000041723251, 0.01600000075995922, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6218516293374662E9, 2021-05-24 12:20:29.337
10.0, -121.49064636230469, 103.05294036865234, -40.83409881591797, -12.723139762878418, -0.04800000041723251, 0.01600000075995922, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6218516293374662E9, 2021-05-24 12:20:29.337
11.0, -116.86439514160156, 105.2894058227539, -39.07260513305664, -15.281230926513672, -0.04800000041723251, 0.03200000151991844, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6218516293381786E9, 2021-05-24 12:20:29.338
11.0, -115.09168243408203, 101.45226287841797, -40.64710235595703, -21.74751853942871, -0.04800000041723251, 0.03200000151991844, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6218516293381786E9, 2021-05-24 12:20:29.338
12.0, -114.47459411621094, 97.00552368164062, -43.44828796386719, -23.36689567565918, -0.03200000151991844, 0.03200000151991844, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6218516293389556E9, 2021-05-24 12:20:29.338
12.0, -108.99190521240234, 101.29145050048828, -36.660369873046875, -13.224286079406738, -0.03200000151991844, 0.03200000151991844, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6218516293389556E9, 2021-05-24 12:20:29.338
13.0, -109.69126892089844, 109.75110626220703, -40.94255447387695, -9.540484428405762, -0.03200000151991844, 0.03200000151991844, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6218516293510296E9, 2021-05-24 12:20:29.351
13.0, -116.58016204833984, 103.21002197265625, -47.00493240356445, -14.701546669006348, -0.03200000151991844, 0.03200000151991844, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6218516293510296E9, 2021-05-24 12:20:29.351
14.0, -116.43804168701172, 100.4948501586914, -42.73770523071289, -11.60116958618164, -0.03200000151991844, 0.03200000151991844, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6218516293666835E9, 2021-05-24 12:20:29.366
14.0, -118.39027404785156, 99.48133850097656, -44.31968307495117, -13.381361961364746, -0.03200000151991844, 0.03200000151991844, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6218516293666835E9, 2021-05-24 12:20:29.366
15.0, -112.28675842285156, 102.18528747558594, -45.12002182006836, -21.324909210205078, -0.03200000151991844, 0.03200000151991844, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6218516293673766E9, 2021-05-24 12:20:29.367
15.0, -118.44637298583984, 93.63213348388672, -51.94533920288086, -13.598276138305664, -0.03200000151991844, 0.03200000151991844, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6218516293673766E9, 2021-05-24 12:20:29.367
