Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Timestamp, Timestamp (Formatted)
0.0, 43.99057388305664, -191.49783325195312, 89.54068756103516, 451.2881164550781, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6210013804063544E9, 2021-05-14 16:09:40.406
1.0, 52.57738494873047, -184.21624755859375, 88.68051147460938, 455.8507995605469, 0.0, -0.04800000041723251, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6210013804529943E9, 2021-05-14 16:09:40.452
1.0, 42.95088195800781, -192.4739532470703, 84.37962341308594, 444.1636047363281, 0.0, -0.04800000041723251, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6210013804529943E9, 2021-05-14 16:09:40.452
2.0, 47.11338806152344, -194.39999389648438, 88.56831359863281, 446.81146240234375, 0.03200000151991844, -0.04800000041723251, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6210013804543643E9, 2021-05-14 16:09:40.454
2.0, 57.90299987792969, -188.479736328125, 95.09817504882812, 459.044677734375, 0.03200000151991844, -0.04800000041723251, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6210013804543643E9, 2021-05-14 16:09:40.454
3.0, 62.45819854736328, -186.0301055908203, 99.09986877441406, 459.5420837402344, 0.03200000151991844, -0.04800000041723251, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6210013804551136E9, 2021-05-14 16:09:40.455
3.0, 54.72408676147461, -191.531494140625, 93.99116516113281, 444.1374206542969, 0.03200000151991844, -0.04800000041723251, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6210013804551136E9, 2021-05-14 16:09:40.455
4.0, 55.55060577392578, -185.02406311035156, 97.86943817138672, 435.113037109375, 0.03200000151991844, -0.04800000041723251, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6210013804661264E9, 2021-05-14 16:09:40.466
4.0, 66.32151794433594, -182.3799591064453, 93.02252960205078, 433.3515625, 0.03200000151991844, -0.04800000041723251, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6210013804661264E9, 2021-05-14 16:09:40.466
5.0, 65.14718627929688, -176.85238647460938, 92.86919403076172, 427.8576354980469, 0.03200000151991844, -0.04800000041723251, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.621001380466742E9, 2021-05-14 16:09:40.466
5.0, 57.858123779296875, -177.35353088378906, 96.70259094238281, 428.4709777832031, 0.03200000151991844, -0.04800000041723251, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.621001380466742E9, 2021-05-14 16:09:40.466
6.0, 61.381107330322266, -177.2787322998047, 100.5546875, 434.70166015625, 0.03200000151991844, -0.04800000041723251, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6210013804675715E9, 2021-05-14 16:09:40.467
6.0, 62.54047775268555, -182.48841857910156, 101.93097686767578, 447.6304931640625, 0.03200000151991844, -0.04800000041723251, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6210013804675715E9, 2021-05-14 16:09:40.467
7.0, 62.577877044677734, -186.22457885742188, 101.7177963256836, 448.4981384277344, 0.03200000151991844, -0.04800000041723251, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6210013804960265E9, 2021-05-14 16:09:40.496
7.0, 56.57907485961914, -193.9586944580078, 97.45057678222656, 445.9213562011719, 0.03200000151991844, -0.04800000041723251, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6210013804960265E9, 2021-05-14 16:09:40.496
8.0, 56.53419876098633, -195.88473510742188, 86.63478088378906, 444.5899658203125, 0.03200000151991844, -0.04800000041723251, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.621001380496733E9, 2021-05-14 16:09:40.496
8.0, 55.01205825805664, -197.40313720703125, 84.61897277832031, 445.7119140625, 0.03200000151991844, -0.04800000041723251, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.621001380496733E9, 2021-05-14 16:09:40.496
9.0, 54.32017517089844, -191.9690704345703, 85.68484497070312, 448.4383239746094, 0.03200000151991844, -0.04800000041723251, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6210013804974544E9, 2021-05-14 16:09:40.497
9.0, 43.94569396972656, -192.8404541015625, 82.83130645751953, 438.7445068359375, 0.03200000151991844, -0.04800000041723251, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6210013804974544E9, 2021-05-14 16:09:40.497
10.0, 42.64794921875, -195.28262329101562, 90.13533020019531, 440.46484375, 0.03200000151991844, -0.04800000041723251, 1.055999994277954, 0.0, 0.0, 0.0, 0.0, 0.0, 1.621001380509523E9, 2021-05-14 16:09:40.509
10.0, 56.00313186645508, -184.90438842773438, 98.20977020263672, 449.39947509765625, 0.03200000151991844, -0.04800000041723251, 1.055999994277954, 0.0, 0.0, 0.0, 0.0, 0.0, 1.621001380509523E9, 2021-05-14 16:09:40.509
11.0, 49.888397216796875, -188.67420959472656, 93.94255065917969, 447.8287048339844, 0.03200000151991844, -0.04800000041723251, 1.055999994277954, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6210013805252728E9, 2021-05-14 16:09:40.525
11.0, 49.61538314819336, -195.25643920898438, 92.0389404296875, 439.455078125, 0.03200000151991844, -0.04800000041723251, 1.055999994277954, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6210013805252728E9, 2021-05-14 16:09:40.525
12.0, 55.34864807128906, -194.93106079101562, 88.45237731933594, 439.9786682128906, 0.03200000151991844, -0.04800000041723251, 1.055999994277954, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6210013805259693E9, 2021-05-14 16:09:40.525
12.0, 62.2899055480957, -192.90403747558594, 92.87667846679688, 444.38427734375, 0.03200000151991844, -0.04800000041723251, 1.055999994277954, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6210013805259693E9, 2021-05-14 16:09:40.525
13.0, 56.20508575439453, -187.42507934570312, 98.34066772460938, 441.392333984375, 0.03200000151991844, -0.04800000041723251, 1.055999994277954, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6210013805559556E9, 2021-05-14 16:09:40.555
13.0, 46.103614807128906, -190.5591278076172, 96.34730529785156, 431.7770690917969, 0.03200000151991844, -0.04800000041723251, 1.055999994277954, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6210013805559556E9, 2021-05-14 16:09:40.555
14.0, 44.1626091003418, -191.80076599121094, 98.44912719726562, 430.1763916015625, 0.03200000151991844, -0.04800000041723251, 1.055999994277954, 0.0, 0.0, 0.0, 0.0, 0.0, 1.621001380556641E9, 2021-05-14 16:09:40.556
14.0, 47.300384521484375, -176.16798400878906, 96.62779235839844, 435.9881896972656, 0.03200000151991844, -0.04800000041723251, 1.055999994277954, 0.0, 0.0, 0.0, 0.0, 0.0, 1.621001380556641E9, 2021-05-14 16:09:40.556
15.0, 53.456260681152344, -173.83802795410156, 91.89682006835938, 432.1136474609375, 0.03200000151991844, -0.04800000041723251, 1.055999994277954, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6210013805574327E9, 2021-05-14 16:09:40.557
15.0, 49.90335464477539, -180.80172729492188, 86.14485931396484, 424.60394287109375, 0.03200000151991844, -0.04800000041723251, 1.055999994277954, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6210013805574327E9, 2021-05-14 16:09:40.557
16.0, 52.13607406616211, -185.9478302001953, 85.10516357421875, 425.9390869140625, 0.03200000151991844, -0.04800000041723251, 1.055999994277954, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6210013805696323E9, 2021-05-14 16:09:40.569
16.0, 61.194114685058594, -179.31698608398438, 91.81828308105469, 442.589111328125, 0.03200000151991844, -0.04800000041723251, 1.055999994277954, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6210013805696323E9, 2021-05-14 16:09:40.569
17.0, 55.19157409667969, -181.29165649414062, 91.16006469726562, 441.1268005371094, 0.03200000151991844, -0.04800000041723251, 1.055999994277954, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6210013805853417E9, 2021-05-14 16:09:40.585
17.0, 45.482791900634766, -186.89402770996094, 84.31604766845703, 433.1570739746094, 0.03200000151991844, -0.04800000041723251, 1.055999994277954, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6210013805853417E9, 2021-05-14 16:09:40.585
18.0, 47.56591796875, -194.75155639648438, 88.57205200195312, 436.54168701171875, 0.03200000151991844, -0.04800000041723251, 1.055999994277954, 0.0, 0.0, 0.0, 0.0, 0.0, 1.621001380586053E9, 2021-05-14 16:09:40.586
18.0, 69.2498550415039, -185.46163940429688, 94.96353912353516, 451.7518615722656, 0.03200000151991844, -0.04800000041723251, 1.055999994277954, 0.0, 0.0, 0.0, 0.0, 0.0, 1.621001380586053E9, 2021-05-14 16:09:40.586
19.0, 68.57293701171875, -189.60545349121094, 89.21905517578125, 446.20184326171875, 0.03200000151991844, -0.04800000041723251, 1.055999994277954, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6210013806157622E9, 2021-05-14 16:09:40.615
19.0, 47.07973098754883, -201.17295837402344, 83.4109878540039, 438.2096862792969, 0.03200000151991844, -0.04800000041723251, 1.055999994277954, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6210013806157622E9, 2021-05-14 16:09:40.615
20.0, 55.086856842041016, -190.2075653076172, 88.29155731201172, 443.3296203613281, 0.03200000151991844, -0.04800000041723251, 1.055999994277954, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6210013806164548E9, 2021-05-14 16:09:40.616
20.0, 54.881160736083984, -183.06809997558594, 88.15318298339844, 449.2984924316406, 0.03200000151991844, -0.04800000041723251, 1.055999994277954, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6210013806164548E9, 2021-05-14 16:09:40.616
21.0, 60.63686752319336, -179.9527587890625, 99.29434204101562, 444.6610107421875, 0.03200000151991844, -0.04800000041723251, 1.055999994277954, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6210013806302838E9, 2021-05-14 16:09:40.630
21.0, 55.079376220703125, -193.4351043701172, 93.3292007446289, 437.5552062988281, 0.03200000151991844, -0.04800000041723251, 1.055999994277954, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6210013806302838E9, 2021-05-14 16:09:40.630
22.0, 50.748573303222656, -186.72198486328125, 94.67182922363281, 435.0008544921875, 0.03200000151991844, -0.04800000041723251, 1.055999994277954, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6210013806309927E9, 2021-05-14 16:09:40.630
22.0, 52.20713424682617, -182.62306213378906, 100.46118927001953, 438.53131103515625, 0.03200000151991844, -0.04800000041723251, 1.055999994277954, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6210013806309927E9, 2021-05-14 16:09:40.630
23.0, 59.17456817626953, -183.561767578125, 99.3504409790039, 438.176025390625, 0.03200000151991844, -0.04800000041723251, 1.055999994277954, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6210013806452153E9, 2021-05-14 16:09:40.645
23.0, 62.723731994628906, -180.95880126953125, 92.23341369628906, 428.4261169433594, 0.03200000151991844, -0.04800000041723251, 1.055999994277954, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6210013806452153E9, 2021-05-14 16:09:40.645
24.0, 52.65966033935547, -188.6106414794922, 88.96099853515625, 428.2353820800781, 0.03200000151991844, -0.04800000041723251, 1.055999994277954, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6210013806459277E9, 2021-05-14 16:09:40.645
24.0, 60.21799850463867, -183.83851623535156, 91.62754821777344, 433.19073486328125, 0.03200000151991844, -0.04800000041723251, 1.055999994277954, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6210013806459277E9, 2021-05-14 16:09:40.645
25.0, 53.77041244506836, -182.90354919433594, 94.84386444091797, 442.3609619140625, 0.03200000151991844, -0.04800000041723251, 1.055999994277954, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6210013806595695E9, 2021-05-14 16:09:40.659
25.0, 42.87982177734375, -185.51773071289062, 89.23775482177734, 433.9162902832031, 0.03200000151991844, -0.04800000041723251, 1.055999994277954, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6210013806595695E9, 2021-05-14 16:09:40.659
26.0, 48.78886413574219, -184.17510986328125, 93.34416198730469, 441.8299255371094, 0.03200000151991844, -0.04800000041723251, 1.055999994277954, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6210013806752136E9, 2021-05-14 16:09:40.675
26.0, 61.02581787109375, -181.05978393554688, 96.75495147705078, 447.9670715332031, 0.03200000151991844, -0.04800000041723251, 1.055999994277954, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6210013806752136E9, 2021-05-14 16:09:40.675
27.0, 58.24333190917969, -187.55224609375, 87.23316955566406, 448.40838623046875, 0.03200000151991844, -0.04800000041723251, 1.055999994277954, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6210013806759288E9, 2021-05-14 16:09:40.675
27.0, 55.9881706237793, -189.4595947265625, 88.75904846191406, 449.30596923828125, 0.03200000151991844, -0.04800000041723251, 1.055999994277954, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6210013806759288E9, 2021-05-14 16:09:40.675
28.0, 46.69451904296875, -188.15811157226562, 86.05136108398438, 435.58428955078125, 0.03200000151991844, -0.04800000041723251, 1.055999994277954, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6210013806896324E9, 2021-05-14 16:09:40.689
28.0, 57.757144927978516, -185.7720489501953, 89.60800170898438, 447.30511474609375, 0.03200000151991844, -0.04800000041723251, 1.055999994277954, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6210013806896324E9, 2021-05-14 16:09:40.689
29.0, 57.843162536621094, -181.8264617919922, 95.76761627197266, 445.0088195800781, 0.03200000151991844, -0.04800000041723251, 1.055999994277954, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6210013807053592E9, 2021-05-14 16:09:40.705
29.0, 45.05644607543945, -184.71739196777344, 93.44513702392578, 431.55267333984375, 0.03200000151991844, -0.04800000041723251, 1.055999994277954, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6210013807053592E9, 2021-05-14 16:09:40.705
30.0, 49.73505783081055, -187.54476928710938, 93.72189331054688, 434.3127136230469, 0.03200000151991844, -0.04800000041723251, 1.055999994277954, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6210013807059417E9, 2021-05-14 16:09:40.705
30.0, 59.19700622558594, -177.77613830566406, 92.86919403076172, 435.34490966796875, 0.03200000151991844, -0.04800000041723251, 1.055999994277954, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6210013807059417E9, 2021-05-14 16:09:40.705
31.0, 57.4317741394043, -178.93177795410156, 95.82371520996094, 433.84521484375, 0.03200000151991844, -0.04800000041723251, 1.055999994277954, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6210013807195716E9, 2021-05-14 16:09:40.719
31.0, 56.272403717041016, -184.13771057128906, 92.93277740478516, 430.3185119628906, 0.03200000151991844, -0.04800000041723251, 1.055999994277954, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6210013807195716E9, 2021-05-14 16:09:40.719
32.0, 59.3914794921875, -181.3963623046875, 93.90140533447266, 427.6369934082031, 0.03200000151991844, -0.04800000041723251, 1.055999994277954, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6210013807351973E9, 2021-05-14 16:09:40.735
32.0, 66.58705139160156, -176.3998565673828, 103.49425506591797, 436.1826477050781, 0.03200000151991844, -0.04800000041723251, 1.055999994277954, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6210013807351973E9, 2021-05-14 16:09:40.735
33.0, 58.77439880371094, -187.10345458984375, 97.63008880615234, 429.5331115722656, 0.03200000151991844, -0.04800000041723251, 1.055999994277954, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6210013807359111E9, 2021-05-14 16:09:40.735
